fiscal_year,region_psgc,region_code,nccap_theme,tagged_budget_php_m,adaptation_share_pct,source_system,data_status
2025,PH090000000,IX,Knowledge & Capacity Development,72.54,86.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH090000000,IX,Cross-Cutting,33.01,84.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Water Sufficiency,397.22,56.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Food Security,284.9,65.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Ecosystem & Environmental Stability,199.79,59.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Human Security,159.19,62.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Sustainable Energy,260.76,42.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Climate-Smart Industries and Services,134.81,55.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Knowledge & Capacity Development,57.99,67.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH100000000,X,Cross-Cutting,36.05,88.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Water Sufficiency,475.48,85.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Food Security,391.91,87.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Ecosystem & Environmental Stability,234.99,71.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Human Security,186.53,81.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Sustainable Energy,237.63,42.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Climate-Smart Industries and Services,121.27,70.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Knowledge & Capacity Development,90.11,64.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH110000000,XI,Cross-Cutting,55.25,79.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Water Sufficiency,454.31,79.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Food Security,371.26,77.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Ecosystem & Environmental Stability,294.3,82.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Human Security,156.43,84.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Sustainable Energy,224.72,21.5,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Climate-Smart Industries and Services,98.05,56.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Knowledge & Capacity Development,74.34,61.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH120000000,XII,Cross-Cutting,37.42,71.6,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Water Sufficiency,219.24,84.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Food Security,258.27,79.4,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Ecosystem & Environmental Stability,176.66,74.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Human Security,152.69,86.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Sustainable Energy,112.96,44.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Climate-Smart Industries and Services,80.49,70.7,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Knowledge & Capacity Development,50.2,62.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH160000000,XIII,Cross-Cutting,31.82,69.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Water Sufficiency,289.66,72.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Food Security,339.5,85.2,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Ecosystem & Environmental Stability,238.02,86.8,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Human Security,196.89,57.3,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Sustainable Energy,174.88,29.9,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Climate-Smart Industries and Services,127.85,89.0,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Knowledge & Capacity Development,54.13,58.1,Synthetic CCET-like PoC feed,SYNTHETIC
2025,PH190000000,BARMM,Cross-Cutting,31.78,88.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Water Sufficiency,1178.51,55.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Food Security,741.41,69.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Ecosystem & Environmental Stability,522.13,60.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Human Security,386.78,70.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Sustainable Energy,670.58,26.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Climate-Smart Industries and Services,331.21,87.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Knowledge & Capacity Development,190.43,87.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH130000000,NCR,Cross-Cutting,134.32,71.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Water Sufficiency,161.83,79.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Food Security,166.29,69.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Ecosystem & Environmental Stability,140.47,71.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Human Security,118.03,64.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Sustainable Energy,112.65,41.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Climate-Smart Industries and Services,53.59,90.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Knowledge & Capacity Development,43.4,55.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH140000000,CAR,Cross-Cutting,26.96,87.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Water Sufficiency,349.45,87.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Food Security,284.86,80.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Ecosystem & Environmental Stability,343.87,89.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Human Security,213.71,85.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Sustainable Energy,186.62,47.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Climate-Smart Industries and Services,147.16,87.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Knowledge & Capacity Development,75.04,57.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH010000000,I,Cross-Cutting,58.14,61.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Water Sufficiency,383.63,56.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Food Security,299.33,80.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Ecosystem & Environmental Stability,242.57,59.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Human Security,160.65,85.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Sustainable Energy,149.48,30.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Climate-Smart Industries and Services,79.81,83.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Knowledge & Capacity Development,48.86,57.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH020000000,II,Cross-Cutting,37.74,75.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Water Sufficiency,1120.93,81.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Food Security,910.04,74.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Ecosystem & Environmental Stability,703.51,60.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Human Security,360.77,73.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Sustainable Energy,415.53,27.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Climate-Smart Industries and Services,305.32,87.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Knowledge & Capacity Development,159.24,66.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH030000000,III,Cross-Cutting,123.15,66.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Water Sufficiency,1005.33,55.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Food Security,951.7,82.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Ecosystem & Environmental Stability,744.8,63.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Human Security,610.16,80.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Sustainable Energy,500.6,47.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Climate-Smart Industries and Services,369.7,68.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Knowledge & Capacity Development,187.17,77.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH040000000,IV-A,Cross-Cutting,159.41,80.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Water Sufficiency,335.65,55.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Food Security,249.39,79.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Ecosystem & Environmental Stability,235.34,65.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Human Security,111.15,83.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Sustainable Energy,159.56,46.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Climate-Smart Industries and Services,106.37,81.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Knowledge & Capacity Development,63.3,67.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH170000000,MIMAROPA,Cross-Cutting,42.41,65.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Water Sufficiency,494.39,70.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Food Security,445.38,59.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Ecosystem & Environmental Stability,302.75,66.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Human Security,246.03,78.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Sustainable Energy,292.22,24.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Climate-Smart Industries and Services,145.48,82.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Knowledge & Capacity Development,69.92,69.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH050000000,V,Cross-Cutting,46.69,58.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Water Sufficiency,582.78,67.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Food Security,530.71,77.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Ecosystem & Environmental Stability,475.57,84.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Human Security,362.13,61.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Sustainable Energy,315.53,20.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Climate-Smart Industries and Services,201.01,59.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Knowledge & Capacity Development,115.14,87.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH060000000,VI,Cross-Cutting,70.96,73.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Water Sufficiency,578.95,71.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Food Security,635.0,65.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Ecosystem & Environmental Stability,396.9,74.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Human Security,316.4,76.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Sustainable Energy,408.79,23.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Climate-Smart Industries and Services,177.48,82.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Knowledge & Capacity Development,140.54,67.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH070000000,VII,Cross-Cutting,82.33,69.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Water Sufficiency,393.84,57.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Food Security,339.99,83.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Ecosystem & Environmental Stability,228.02,62.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Human Security,225.72,71.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Sustainable Energy,233.62,33.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Climate-Smart Industries and Services,111.74,86.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Knowledge & Capacity Development,74.44,84.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH080000000,VIII,Cross-Cutting,54.68,89.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Water Sufficiency,317.29,89.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Food Security,300.83,74.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Ecosystem & Environmental Stability,193.31,56.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Human Security,156.55,82.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Sustainable Energy,172.26,34.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Climate-Smart Industries and Services,106.18,55.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Knowledge & Capacity Development,54.19,75.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH090000000,IX,Cross-Cutting,38.88,80.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Water Sufficiency,363.67,70.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Food Security,350.84,83.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Ecosystem & Environmental Stability,248.42,70.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Human Security,155.66,62.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Sustainable Energy,216.18,32.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Climate-Smart Industries and Services,125.67,66.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Knowledge & Capacity Development,80.02,81.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH100000000,X,Cross-Cutting,39.45,64.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Water Sufficiency,393.86,87.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Food Security,271.11,76.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Ecosystem & Environmental Stability,269.6,80.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Human Security,184.26,71.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Sustainable Energy,291.47,24.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Climate-Smart Industries and Services,144.75,80.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Knowledge & Capacity Development,82.2,82.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH110000000,XI,Cross-Cutting,40.88,77.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Water Sufficiency,407.49,67.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Food Security,354.34,66.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Ecosystem & Environmental Stability,324.9,87.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Human Security,164.57,66.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Sustainable Energy,284.68,35.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Climate-Smart Industries and Services,97.48,68.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Knowledge & Capacity Development,67.83,78.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH120000000,XII,Cross-Cutting,48.4,60.6,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Water Sufficiency,351.66,67.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Food Security,184.77,81.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Ecosystem & Environmental Stability,204.27,59.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Human Security,163.88,87.7,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Sustainable Energy,154.28,36.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Climate-Smart Industries and Services,92.3,79.0,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Knowledge & Capacity Development,43.1,87.9,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH160000000,XIII,Cross-Cutting,28.74,83.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Water Sufficiency,354.95,57.3,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Food Security,242.19,73.5,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Ecosystem & Environmental Stability,260.14,77.1,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Human Security,163.81,57.8,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Sustainable Energy,174.24,20.2,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Climate-Smart Industries and Services,88.35,55.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Knowledge & Capacity Development,66.89,62.4,Synthetic CCET-like PoC feed,SYNTHETIC
2026,PH190000000,BARMM,Cross-Cutting,51.64,64.6,Synthetic CCET-like PoC feed,SYNTHETIC
